factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason,expected_return_direction,correctness_status,statistical_substitution,semantic_audit_basis,dense_field,dense_lag,horizon_type,denominator_reference,direction_evidence,economic_theme,subtheme,measurement_family,measurement_orientation,representation_sign,disposition,role_reason,composite_group,u_item_review,u_review_status,dated_availability_semantics,exact_alias,c_output,r_role,c_role,h_role,lineage_partition_id,lineage_source,lineage_economic_family,lineage_authoritative_semantics,lineage_historical_semantics,lineage_continuation_semantics,lineage_historical_action,lineage_continuation_action,lineage_known_accepted_residual,lineage_research_usable,lineage_temporarily_blocked,lineage_block_reason,lineage_qualification_authority,lineage_canonical_schema_start,lineage_canonical_schema_end,quality_full_coverage,quality_infinite_fraction,quality_coverage_A,quality_coverage_B,quality_coverage_C,quality_coverage_D,quality_worst_era_coverage,legacy_proposal_role_0_995,legacy_reason_0_995,legacy_unknown_pair_count_0_995
mature_sales_to_price_pit,mature_public,True,Value,Valuation,mature_sales_to_price_pit,latest_available_consolidated_statement_period_not_TTM_rebuilt,dimensionless,PIT_revenue/market_cap_cny,source_formula_reconciled_distinct_input_identity,CNY numerator/market cap; information_available_date <= decision_date. No trailing-four-quarter conversion in compute_fundamental_factors.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,accounting_event,PIT_revenue/market_cap_cny,canonical_formula_measurement_axis_not_return_claim,valuation,sales_latest_statement,mature_sales_to_price_pit,more latest-available statement revenue per market value,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,sales_latest_statement__latest_available_consolidated_statement_period_not_TTM_rebuilt,not_U_measurement_axis_defined,not_applicable,practical_reconstructed_statement_PIT; information_available_date<=signal; latest statement period not TTM,mature_sales_to_price_pit,erc_c95d8c672d045221,raw,rank_constituent,raw_and_rank,mature_fundamental,mature_public,Value,practical_reconstructed_pit_v1_latest_public_revision,practical_reconstructed_pit_v1_latest_public_revision,practical_reconstructed_pit_v1_latest_public_revision,lineage_resolved_practical_pit_reference,merged_statement_window_recompute,provider-vintage archive unavailable; strict no-future contract retained,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9662839709002636,0.0,0.9602821477594434,0.9222871967283996,0.9874412733117296,0.9986821561466136,0.9222871967283996,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
mature_sales_to_price_ttm,mature_public,True,Value,Valuation,mature_sales_to_price_ttm,vendor_TTM_asof_daily_basic,dimensionless,1/ps_ttm for positive ps_ttm,source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,accounting_event,1/ps_ttm for positive ps_ttm,canonical_formula_measurement_axis_not_return_claim,valuation,sales_vendor_ttm,mature_sales_to_price_ttm,higher reciprocal positive vendor ps_ttm,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,sales_vendor_ttm__vendor_TTM_asof_daily_basic,not_U_measurement_axis_defined,not_applicable,canonical dated daily_basic asof; vendor field/update semantics retained; no rebuilding/forward fill,mature_sales_to_price_ttm,erc_87e21dc6ff50ac34,raw,rank_constituent,raw_and_rank,mature_daily_basic,mature_public,Value,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9669824007131876,0.0,0.962600528728744,0.9228391119356444,0.986517263368862,0.9986360728803416,0.9228391119356444,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
mature_turnover_mean_20,mature_public,True,Liquidity,LiquidityTrading,mature_turnover_mean,window_20_min_observations_10,dimensionless,mean_20(turnover_rate_f/100),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,mean_20(turnover_rate_f/100),canonical_formula_measurement_axis_not_return_claim,trading_activity,turnover_mean,mature_turnover_mean,higher mean free-float turnover,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,turnover_mean__window_20_min_observations_10,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,mature_turnover_mean_20,erc_83e327406890e267,raw,rank_constituent,raw_and_rank,mature_daily_basic,mature_public,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9675413855052472,0.0,0.9633805406255828,0.9230105608428456,0.9875693606796438,0.9987461224714388,0.9230105608428456,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
mature_turnover_rate_free_float,mature_public,True,Liquidity,LiquidityTrading,mature_turnover_rate_free_float,asof_daily_basic,dimensionless,turnover_rate_f/100,source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,turnover_rate_f/100,canonical_formula_measurement_axis_not_return_claim,trading_activity,turnover_current,mature_turnover_rate_free_float,higher current free-float turnover,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,turnover_current__asof_daily_basic,not_U_measurement_axis_defined,not_applicable,canonical dated daily_basic asof; vendor field/update semantics retained; no rebuilding/forward fill,mature_turnover_rate_free_float,erc_fc6da2cc3f2667a7,raw,rank_constituent,raw_and_rank,mature_daily_basic,mature_public,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9675508725855004,0.0,0.9634132436739488,0.9230105608428456,0.9875679907612704,0.9987399321819396,0.9230105608428456,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
mature_turnover_volatility_20,mature_public,True,Liquidity,LiquidityTrading,mature_turnover_volatility,window_20_min_observations_10,dimensionless,std_20(turnover_rate_f/100),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,std_20(turnover_rate_f/100),canonical_formula_measurement_axis_not_return_claim,trading_activity,turnover_variability,mature_turnover_volatility,higher turnover standard deviation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,turnover_variability__window_20_min_observations_10,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,mature_turnover_volatility_20,erc_5ba005b55a84c807,raw,rank_constituent,raw_and_rank,mature_daily_basic,mature_public,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9675413855052472,0.0,0.9633805406255828,0.9230105608428456,0.9875693606796438,0.9987461224714388,0.9230105608428456,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
mature_vwap_deviation_20,mature_public,True,TradingBehavior,TradingBehavior,mature_vwap_deviation,window_20_min_observations_10,dimensionless,mean_20(close/vwap-1),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,mean_20(close/vwap-1),canonical_formula_measurement_axis_not_return_claim,price_path,close_vwap_deviation,mature_vwap_deviation,higher average close relative to direct vwap,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,close_vwap_deviation__window_20_min_observations_10,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,mature_vwap_deviation_20,erc_32e317ff322f6e15,raw,rank_constituent,raw_and_rank,mature_market,mature_public,TradingBehavior,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9641426013574054,0.0,0.9696228454657224,0.923259195911456,0.9759339589750544,0.9849404012683216,0.923259195911456,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
ret_10,project_basic,True,MomentumTrend,ReturnDynamics,ret,window_10,dimensionless,"close/lag(close,10)-1",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,interval_return,"close/lag(close,10)-1",canonical_formula_measurement_axis_not_return_claim,return_trend,past_return,simple_close_to_close_return,stronger past close-to-close increase,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,past_return__window_10,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ret_10,erc_6666016380bb418a,raw,rank_constituent,raw_and_rank,project_basic_001,project_basic,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9483190550265712,0.0,0.9410213780711036,0.8914919675162382,0.9680624080014192,0.9970733686867644,0.8914919675162382,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
ret_20,project_basic,True,MomentumTrend,ReturnDynamics,ret,window_20,dimensionless,"close/lag(close,20)-1",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,interval_return,"close/lag(close,20)-1",canonical_formula_measurement_axis_not_return_claim,return_trend,past_return,simple_close_to_close_return,stronger past close-to-close increase,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,past_return__window_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ret_20,erc_91ed70ebe8ab7f7b,raw,rank_constituent,raw_and_rank,project_basic_001,project_basic,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9362112817948952,0.0,0.9302342333742564,0.8705205557676847,0.9512966619883956,0.996512803582114,0.8705205557676847,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
ret_5,project_basic,True,MomentumTrend,ReturnDynamics,ret,window_5,dimensionless,"close/lag(close,5)-1",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,interval_return,"close/lag(close,5)-1",canonical_formula_measurement_axis_not_return_claim,return_trend,past_return,simple_close_to_close_return,stronger past close-to-close increase,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,past_return__window_5,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ret_5,erc_ce402b81a19b777d,raw,rank_constituent,raw_and_rank,project_basic_001,project_basic,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9555857067347728,0.0,0.9475093977070744,0.9046764567863372,0.9772771639401866,0.9976366850311922,0.9046764567863372,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
rev_20_exclude_5,project_basic,True,Reversal,ReturnDynamics,rev_20_exclude_5,lags_5_to_20,dimensionless,"-(lag(close,5)/lag(close,20)-1)",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,interval_return,"-(lag(close,5)/lag(close,20)-1)",canonical_formula_measurement_axis_not_return_claim,return_trend,past_return_excluding_recent,rev_20_exclude_5,stronger close increase between lag 20 and lag 5,-1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,past_return_excluding_recent__lags_5_to_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,rev_20_exclude_5,erc_da1565e6303757b2,raw,rank_constituent,raw_and_rank,project_basic_001,project_basic,Reversal,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9384089714649708,0.0,0.93279258400927,0.8759208548128304,0.951896001276764,0.9965293110207788,0.8759208548128304,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
rev_5,project_basic,True,Reversal,ReturnDynamics,rev,window_5,dimensionless,"-(close/lag(close,5)-1)",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,interval_return,"-(close/lag(close,5)-1)",canonical_formula_measurement_axis_not_return_claim,return_trend,past_return,simple_close_to_close_return,stronger past close-to-close increase; undo source reversal sign,-1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,past_return__window_5,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,rev_5,erc_ce402b81a19b777d,raw,rank_constituent,raw_and_rank,project_basic_001,project_basic,Reversal,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9555857067347728,0.0,0.9475093977070744,0.9046764567863372,0.9772771639401866,0.9976366850311922,0.9046764567863372,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
std_20,project_basic,True,VolatilityRisk,RiskLottery,std,window_20,dimensionless,"rolling_std(close/lag(close,1)-1,20,ddof=1)",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"rolling_std(close/lag(close,1)-1,20,ddof=1)",canonical_formula_measurement_axis_not_return_claim,volatility,return_volatility,std,higher daily-return standard deviation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,return_volatility__window_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,std_20,erc_a62122354513b466,raw,rank_constituent,raw_and_rank,project_basic_001,project_basic,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.8850527285896929,0.0,0.8064726403645771,0.8424418695991033,0.9426935746033572,0.9923783780065892,0.8064726403645771,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,14
ta_momentum_ao,ta,True,MomentumTrend,PriceLevelOrPriceDifference,AwesomeOscillatorIndicator.awesome_oscillator,"{""window1"": 5, ""window2"": 34}",provider_price,"AwesomeOscillatorIndicator({""fillna"": false, ""window1"": 5, ""window2"": 34}).awesome_oscillator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:466; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:474,True,provider_price_scale_unverified,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,source_parameter_tuple,"AwesomeOscillatorIndicator({""fillna"": false, ""window1"": 5, ""window2"": 34}).awesome_oscillator()",raw_unchanged_no_direction_required,technical_state,AwesomeOscillatorIndicator.awesome_oscillator,AwesomeOscillatorIndicator.awesome_oscillator,not_applied_raw_carry_through,,U_RAW,retain original provider-unit raw value; no ranking/normalization across unresolved stock-specific scales,,difference of 5/34 median-price means; provider price scale remains unresolved,RAW_RETENTION_PROPOSED_WITH_DISCLOSED_LIMITATION,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ta_momentum_ao,ta_momentum_ao,raw,raw_U,raw_U,ta_001,ta,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.8384207173738557,0.0,0.720098144499745,0.7956376840599648,0.9152767132370416,0.9884784956220896,0.720098144499745,deferred,provider_price_scale_unverified,493
ta_momentum_kama,ta,True,MomentumTrend,PriceLevelOrPriceDifference,canonical_causal_kama,window_10_fast_2_slow_30_state_anchor_2000-01-04,provider_price,"causal_kama(close,window=10,fast_period=2,slow_period=30)",source_call_and_parameters_reconciled,"Canonical override: causal diff, skip missing output while preserving state; not upstream np.roll.",False,research_validation/overlap_lineage.py::causal_kama; canonical factor_lineage.csv,True,provider_price_scale_unverified,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,source_parameter_tuple,"causal_kama(close,window=10,fast_period=2,slow_period=30)",raw_unchanged_no_direction_required,technical_state,canonical_causal_kama,canonical_causal_kama,not_applied_raw_carry_through,,U_RAW,retain original provider-unit raw value; no ranking/normalization across unresolved stock-specific scales,,causal adaptive price average; accepted canonical state anchor retained; provider scale unresolved,RAW_RETENTION_PROPOSED_WITH_DISCLOSED_LIMITATION,causal KAMA state anchor 2000-01-04; missing output preserves state; use stored canonical feature only,ta_momentum_kama,ta_momentum_kama,raw,raw_U,raw_U,ta_001,ta,MomentumTrend,causal_kama_v1_anchor_2000_01_04,causal_kama_v1_anchor_2000_01_04,causal_kama_v1_anchor_2000_01_04,lineage_corrected_historical_reference,corrected_continuation_recompute,pre-anchor state unavailable,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.934101837030032,0.0,0.8884326666330797,0.8966545605067784,0.9808033338333536,0.9959914436442924,0.8884326666330797,deferred,provider_price_scale_unverified,14
ta_momentum_ppo,ta,True,MomentumTrend,ReturnDynamics,PercentagePriceOscillator.ppo,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:659; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:487,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo()",canonical_formula_measurement_axis_not_return_claim,return_trend,ppo,PercentagePriceOscillator.ppo,higher fast-minus-slow percentage price oscillator,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,"ppo__{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ta_momentum_ppo,erc_c1373d3c21cdcf3f,raw,rank_constituent,raw_and_rank,ta_001,ta,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9872605076943232,0.0,0.9876789055615512,0.9823919923114388,0.9794060170924715,0.9993988541086328,0.9794060170924715,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
ta_momentum_ppo_hist,ta,True,MomentumTrend,ReturnDynamics,PercentagePriceOscillator.ppo_hist,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_hist()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:682; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:489,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_hist()",canonical_formula_measurement_axis_not_return_claim,return_trend,ppo_hist,PercentagePriceOscillator.ppo_hist,higher PPO relative to its signal line,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,"ppo_hist__{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ta_momentum_ppo_hist,erc_408a3040f42d3aa2,raw,rank_constituent,raw_and_rank,ta_001,ta,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.983290691668386,0.0,0.9838212716536164,0.9772587710460364,0.9726838276341304,0.9991897598855484,0.9726838276341304,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
ta_momentum_ppo_signal,ta,True,MomentumTrend,ReturnDynamics,PercentagePriceOscillator.ppo_signal,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_signal()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:670; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:488,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_signal()",canonical_formula_measurement_axis_not_return_claim,return_trend,ppo_signal,PercentagePriceOscillator.ppo_signal,higher smoothed PPO signal,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,"ppo_signal__{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,ta_momentum_ppo_signal,erc_eee9c6c4390e2340,raw,rank_constituent,raw_and_rank,ta_001,ta,MomentumTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.983290691668386,0.0,0.9838212716536164,0.9772587710460364,0.9726838276341304,0.9991897598855484,0.9726838276341304,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
